Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HomeOVA,HomeATT,HomeMID,HomeDEF,AwayOVA,AwayATT,AwayMID,AwayDEF,OVA_diff
2012-01-02,Wolves,Chelsea,1,2,A,75,70,66,70,83,73,75,74,-8
2012-01-03,Man City,Liverpool,3,0,H,83,75,76,76,81,75,71,73,2
2012-01-03,Tottenham,West Brom,1,0,H,81,73,75,77,74,70,67,69,7
2012-01-03,Wigan,Sunderland,1,4,A,72,70,68,67,76,66,73,70,-4
2012-01-04,Everton,Bolton,1,2,A,77,68,73,73,74,72,72,71,3
2012-01-04,Newcastle,Man United,3,0,H,77,75,70,70,83,78,76,77,-6
2012-01-11,Tottenham,Everton,2,0,H,81,73,75,77,77,68,73,73,4
2012-01-14,Aston Villa,Everton,1,1,D,76,71,68,69,77,68,73,73,-1
2012-01-14,Blackburn,Fulham,3,1,H,74,71,66,68,77,74,68,73,-3
2012-01-14,Chelsea,Sunderland,1,0,H,83,73,75,74,76,66,73,70,7
2012-01-14,Liverpool,Stoke,0,0,D,81,75,71,73,76,74,69,73,5
2012-01-14,Man United,Bolton,3,0,H,83,78,76,77,74,72,72,71,9
2012-01-14,Tottenham,Wolves,1,1,D,81,73,75,77,75,70,66,70,6
2012-01-14,West Brom,Norwich,1,2,A,74,70,67,69,72,70,68,69,2
2012-01-15,Newcastle,QPR,1,0,H,77,75,70,70,76,72,72,71,1
2012-01-15,Swansea,Arsenal,3,2,H,73,70,68,66,81,78,73,76,-8
2012-01-16,Wigan,Man City,0,1,A,72,70,68,67,83,75,76,76,-11
2012-01-21,Bolton,Liverpool,3,1,H,74,72,72,71,81,75,71,73,-7
2012-01-21,Everton,Blackburn,1,1,D,77,68,73,73,74,71,66,68,3
2012-01-21,Fulham,Newcastle,5,2,H,77,74,68,73,77,75,70,70,0
2012-01-21,Norwich,Chelsea,0,0,D,72,70,68,69,83,73,75,74,-11
2012-01-21,QPR,Wigan,3,1,H,76,72,72,71,72,70,68,67,4
2012-01-21,Stoke,West Brom,1,2,A,76,74,69,73,74,70,67,69,2
2012-01-21,Sunderland,Swansea,2,0,H,76,66,73,70,73,70,68,66,3
2012-01-21,Wolves,Aston Villa,2,3,A,75,70,66,70,76,71,68,69,-1
2012-01-22,Arsenal,Man United,1,2,A,81,78,73,76,83,78,76,77,-2
2012-01-22,Man City,Tottenham,3,2,H,83,75,76,76,81,73,75,77,2
2012-01-31,Everton,Man City,1,0,H,77,68,73,73,83,75,76,76,-6
2012-01-31,Man United,Stoke,2,0,H,83,78,76,77,76,74,69,73,7
2012-01-31,Swansea,Chelsea,1,1,D,73,70,68,66,83,73,75,74,-10
2012-01-31,Tottenham,Wigan,3,1,H,81,73,75,77,72,70,68,67,9
2012-01-31,Wolves,Liverpool,0,3,A,75,70,66,70,81,75,71,73,-6
2012-02-01,Aston Villa,QPR,2,2,D,76,71,68,69,76,72,72,71,0
2012-02-01,Blackburn,Newcastle,0,2,A,74,71,66,68,77,75,70,70,-3
2012-02-01,Bolton,Arsenal,0,0,D,74,72,72,71,81,78,73,76,-7
2012-02-01,Fulham,West Brom,1,1,D,77,74,68,73,74,70,67,69,3
2012-02-01,Sunderland,Norwich,3,0,H,76,66,73,70,72,70,68,69,4
2012-02-04,Arsenal,Blackburn,7,1,H,81,78,73,76,74,71,66,68,7
2012-02-04,Man City,Fulham,3,0,H,83,75,76,76,77,74,68,73,6
2012-02-04,Norwich,Bolton,2,0,H,72,70,68,69,74,72,72,71,-2
2012-02-04,QPR,Wolves,1,2,A,76,72,72,71,75,70,66,70,1
2012-02-04,Stoke,Sunderland,0,1,A,76,74,69,73,76,66,73,70,0
2012-02-04,West Brom,Swansea,1,2,A,74,70,67,69,73,70,68,66,1
2012-02-04,Wigan,Everton,1,1,D,72,70,68,67,77,68,73,73,-5
2012-02-05,Chelsea,Man United,3,3,D,83,73,75,74,83,78,76,77,0
2012-02-05,Newcastle,Aston Villa,2,1,H,77,75,70,70,76,71,68,69,1
2012-02-06,Liverpool,Tottenham,0,0,D,81,75,71,73,81,73,75,77,0
2012-02-11,Blackburn,QPR,3,2,H,74,71,66,68,76,72,72,71,-2
2012-02-11,Bolton,Wigan,1,2,A,74,72,72,71,72,70,68,67,2
2012-02-11,Everton,Chelsea,2,0,H,77,68,73,73,83,73,75,74,-6
2012-02-11,Fulham,Stoke,2,1,H,77,74,68,73,76,74,69,73,1
2012-02-11,Man United,Liverpool,2,1,H,83,78,76,77,81,75,71,73,2
2012-02-11,Sunderland,Arsenal,1,2,A,76,66,73,70,81,78,73,76,-5
2012-02-11,Swansea,Norwich,2,3,A,73,70,68,66,72,70,68,69,1
2012-02-11,Tottenham,Newcastle,5,0,H,81,73,75,77,77,75,70,70,4
2012-02-12,Aston Villa,Man City,0,1,A,76,71,68,69,83,75,76,76,-7
2012-02-12,Wolves,West Brom,1,5,A,75,70,66,70,74,70,67,69,1
2012-02-25,Chelsea,Bolton,3,0,H,83,73,75,74,74,72,72,71,9
2012-02-25,Man City,Blackburn,3,0,H,83,75,76,76,74,71,66,68,9
2012-02-25,Newcastle,Wolves,2,2,D,77,75,70,70,75,70,66,70,2
2012-02-25,QPR,Fulham,0,1,A,76,72,72,71,77,74,68,73,-1
2012-02-25,West Brom,Sunderland,4,0,H,74,70,67,69,76,66,73,70,-2
2012-02-25,Wigan,Aston Villa,0,0,D,72,70,68,67,76,71,68,69,-4
2012-02-26,Arsenal,Tottenham,5,2,H,81,78,73,76,81,73,75,77,0
2012-02-26,Norwich,Man United,1,2,A,72,70,68,69,83,78,76,77,-11
2012-02-26,Stoke,Swansea,2,0,H,76,74,69,73,73,70,68,66,3
2012-03-03,Blackburn,Aston Villa,1,1,D,74,71,66,68,76,71,68,69,-2
2012-03-03,Liverpool,Arsenal,1,2,A,81,75,71,73,81,78,73,76,0
2012-03-03,Man City,Bolton,2,0,H,83,75,76,76,74,72,72,71,9
2012-03-03,QPR,Everton,1,1,D,76,72,72,71,77,68,73,73,-1
2012-03-03,Stoke,Norwich,1,0,H,76,74,69,73,72,70,68,69,4
2012-03-03,West Brom,Chelsea,1,0,H,74,70,67,69,83,73,75,74,-9
2012-03-03,Wigan,Swansea,0,2,A,72,70,68,67,73,70,68,66,-1
2012-03-04,Fulham,Wolves,5,0,H,77,74,68,73,75,70,66,70,2
2012-03-04,Newcastle,Sunderland,1,1,D,77,75,70,70,76,66,73,70,1
2012-03-04,Tottenham,Man United,1,3,A,81,73,75,77,83,78,76,77,-2
2012-03-10,Aston Villa,Fulham,1,0,H,76,71,68,69,77,74,68,73,-1
2012-03-10,Bolton,QPR,2,1,H,74,72,72,71,76,72,72,71,-2
2012-03-10,Chelsea,Stoke,1,0,H,83,73,75,74,76,74,69,73,7
2012-03-10,Everton,Tottenham,1,0,H,77,68,73,73,81,73,75,77,-4
2012-03-10,Sunderland,Liverpool,1,0,H,76,66,73,70,81,75,71,73,-5
2012-03-10,Wolves,Blackburn,0,2,A,75,70,66,70,74,71,66,68,1
2012-03-11,Man United,West Brom,2,0,H,83,78,76,77,74,70,67,69,9
2012-03-11,Norwich,Wigan,1,1,D,72,70,68,69,72,70,68,67,0
2012-03-11,Swansea,Man City,1,0,H,73,70,68,66,83,75,76,76,-10
2012-03-12,Arsenal,Newcastle,2,1,H,81,78,73,76,77,75,70,70,4
2012-03-13,Liverpool,Everton,3,0,H,81,75,71,73,77,68,73,73,4
2012-03-17,Fulham,Swansea,0,3,A,77,74,68,73,73,70,68,66,4
2012-03-17,Wigan,West Brom,1,1,D,72,70,68,67,74,70,67,69,-2
2012-03-18,Newcastle,Norwich,1,0,H,77,75,70,70,72,70,68,69,5
2012-03-18,Wolves,Man United,0,5,A,75,70,66,70,83,78,76,77,-8
2012-03-20,Blackburn,Sunderland,2,0,H,74,71,66,68,76,66,73,70,-2
2012-03-21,Everton,Arsenal,0,1,A,77,68,73,73,81,78,73,76,-4
2012-03-21,Man City,Chelsea,2,1,H,83,75,76,76,83,73,75,74,0
2012-03-21,QPR,Liverpool,3,2,H,76,72,72,71,81,75,71,73,-5
2012-03-21,Tottenham,Stoke,1,1,D,81,73,75,77,76,74,69,73,5
2012-03-24,Arsenal,Aston Villa,3,0,H,81,78,73,76,76,71,68,69,5
2012-03-24,Bolton,Blackburn,2,1,H,74,72,72,71,74,71,66,68,0
2012-03-24,Chelsea,Tottenham,0,0,D,83,73,75,74,81,73,75,77,2
2012-03-24,Liverpool,Wigan,1,2,A,81,75,71,73,72,70,68,67,9
2012-03-24,Norwich,Wolves,2,1,H,72,70,68,69,75,70,66,70,-3
2012-03-24,Stoke,Man City,1,1,D,76,74,69,73,83,75,76,76,-7
2012-03-24,Sunderland,QPR,3,1,H,76,66,73,70,76,72,72,71,0
2012-03-24,Swansea,Everton,0,2,A,73,70,68,66,77,68,73,73,-4
2012-03-25,West Brom,Newcastle,1,3,A,74,70,67,69,77,75,70,70,-3
2012-03-26,Man United,Fulham,1,0,H,83,78,76,77,77,74,68,73,6
2012-03-31,Aston Villa,Chelsea,2,4,A,76,71,68,69,83,73,75,74,-7
2012-03-31,Everton,West Brom,2,0,H,77,68,73,73,74,70,67,69,3
2012-03-31,Fulham,Norwich,2,1,H,77,74,68,73,72,70,68,69,5
2012-03-31,Man City,Sunderland,3,3,D,83,75,76,76,76,66,73,70,7
2012-03-31,QPR,Arsenal,2,1,H,76,72,72,71,81,78,73,76,-5
2012-03-31,Wigan,Stoke,2,0,H,72,70,68,67,76,74,69,73,-4
2012-03-31,Wolves,Bolton,2,3,A,75,70,66,70,74,72,72,71,1
2012-04-01,Newcastle,Liverpool,2,0,H,77,75,70,70,81,75,71,73,-4
2012-04-01,Tottenham,Swansea,3,1,H,81,73,75,77,73,70,68,66,8
2012-04-02,Blackburn,Man United,0,2,A,74,71,66,68,83,78,76,77,-9
2012-04-06,Swansea,Newcastle,0,2,A,73,70,68,66,77,75,70,70,-4
2012-04-07,Bolton,Fulham,0,3,A,74,72,72,71,77,74,68,73,-3
2012-04-07,Chelsea,Wigan,2,1,H,83,73,75,74,72,70,68,67,11
2012-04-07,Liverpool,Aston Villa,1,1,D,81,75,71,73,76,71,68,69,5
2012-04-07,Norwich,Everton,2,2,D,72,70,68,69,77,68,73,73,-5
2012-04-07,Stoke,Wolves,2,1,H,76,74,69,73,75,70,66,70,1
2012-04-07,Sunderland,Tottenham,0,0,D,76,66,73,70,81,73,75,77,-5
2012-04-07,West Brom,Blackburn,3,0,H,74,70,67,69,74,71,66,68,0
2012-04-08,Arsenal,Man City,1,0,H,81,78,73,76,83,75,76,76,-2
2012-04-08,Man United,QPR,2,0,H,83,78,76,77,76,72,72,71,7
2012-04-09,Aston Villa,Stoke,1,1,D,76,71,68,69,76,74,69,73,0
2012-04-09,Everton,Sunderland,4,0,H,77,68,73,73,76,66,73,70,1
2012-04-09,Fulham,Chelsea,1,1,D,77,74,68,73,83,73,75,74,-6
2012-04-09,Newcastle,Bolton,2,0,H,77,75,70,70,74,72,72,71,3
2012-04-09,Tottenham,Norwich,1,2,A,81,73,75,77,72,70,68,69,9
2012-04-10,Blackburn,Liverpool,2,3,A,74,71,66,68,81,75,71,73,-7
2012-04-11,Man City,West Brom,4,0,H,83,75,76,76,74,70,67,69,9
2012-04-11,QPR,Swansea,3,0,H,76,72,72,71,73,70,68,66,3
2012-04-11,Wigan,Man United,1,0,H,72,70,68,67,83,78,76,77,-11
2012-04-11,Wolves,Arsenal,0,3,A,75,70,66,70,81,78,73,76,-6
