Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HomeOVA,HomeATT,HomeMID,HomeDEF,AwayOVA,AwayATT,AwayMID,AwayDEF,OVA_diff
2010-09-18,Blackburn,Fulham,1,1,D,75,72,72,70,77,71,71,72,-2
2010-09-18,Everton,Newcastle,0,1,A,78,69,72,70,74,71,70,70,4
2010-09-18,Stoke,West Ham,1,1,D,74,72,69,70,75,73,72,71,-1
2010-09-18,Sunderland,Arsenal,1,1,D,75,70,73,70,81,76,76,76,-6
2010-09-18,Tottenham,Wolves,3,1,H,80,75,78,74,73,70,67,67,7
2010-09-18,West Brom,Birmingham,3,1,H,73,71,67,70,76,72,70,72,-3
2010-09-19,Chelsea,Blackpool,4,0,H,83,73,77,77,69,69,68,69,14
2010-09-19,Man United,Liverpool,3,2,H,82,74,75,78,80,73,73,72,2
2010-09-19,Wigan,Man City,0,2,A,73,69,69,68,82,73,76,76,-9
2010-09-25,Arsenal,West Brom,2,3,A,81,76,76,76,73,71,67,70,8
2010-09-25,Birmingham,Wigan,0,0,D,76,72,70,72,73,69,69,68,3
2010-09-25,Blackpool,Blackburn,1,2,A,69,69,68,69,75,72,72,70,-6
2010-09-25,Fulham,Everton,0,0,D,77,71,71,72,78,69,72,70,-1
2010-09-25,Liverpool,Sunderland,2,2,D,80,73,73,72,75,70,73,70,5
2010-09-25,Man City,Chelsea,1,0,H,82,73,76,76,83,73,77,77,-1
2010-09-25,West Ham,Tottenham,1,0,H,75,73,72,71,80,75,78,74,-5
2010-09-26,Bolton,Man United,2,2,D,75,70,74,72,82,74,75,78,-7
2010-09-26,Newcastle,Stoke,1,2,A,74,71,70,70,74,72,69,70,0
2010-09-26,Wolves,Aston Villa,1,2,A,73,70,67,67,78,77,72,75,-5
2010-10-02,Birmingham,Everton,0,2,A,76,72,70,72,78,69,72,70,-2
2010-10-02,Stoke,Blackburn,1,0,H,74,72,69,70,75,72,72,70,-1
2010-10-02,Sunderland,Man United,0,0,D,75,70,73,70,82,74,75,78,-7
2010-10-02,Tottenham,Aston Villa,2,1,H,80,75,78,74,78,77,72,75,2
2010-10-02,West Brom,Bolton,1,1,D,73,71,67,70,75,70,74,72,-2
2010-10-02,West Ham,Fulham,1,1,D,75,73,72,71,77,71,71,72,-2
2010-10-02,Wigan,Wolves,2,0,H,73,69,69,68,73,70,67,67,0
2010-10-03,Chelsea,Arsenal,2,0,H,83,73,77,77,81,76,76,76,2
2010-10-03,Liverpool,Blackpool,1,2,A,80,73,73,72,69,69,68,69,11
2010-10-03,Man City,Newcastle,2,1,H,82,73,76,76,74,71,70,70,8
2010-10-16,Arsenal,Birmingham,2,1,H,81,76,76,76,76,72,70,72,5
2010-10-16,Aston Villa,Chelsea,0,0,D,78,77,72,75,83,73,77,77,-5
2010-10-16,Bolton,Stoke,2,1,H,75,70,74,72,74,72,69,70,1
2010-10-16,Fulham,Tottenham,1,2,A,77,71,71,72,80,75,78,74,-3
2010-10-16,Man United,West Brom,2,2,D,82,74,75,78,73,71,67,70,9
2010-10-16,Newcastle,Wigan,2,2,D,74,71,70,70,73,69,69,68,1
2010-10-16,Wolves,West Ham,1,1,D,73,70,67,67,75,73,72,71,-2
2010-10-17,Blackpool,Man City,2,3,A,69,69,68,69,82,73,76,76,-13
2010-10-17,Everton,Liverpool,2,0,H,78,69,72,70,80,73,73,72,-2
2010-10-18,Blackburn,Sunderland,0,0,D,75,72,72,70,75,70,73,70,0
2010-10-23,Birmingham,Blackpool,2,0,H,76,72,70,72,69,69,68,69,7
2010-10-23,Chelsea,Wolves,2,0,H,83,73,77,77,73,70,67,67,10
2010-10-23,Sunderland,Aston Villa,1,0,H,75,70,73,70,78,77,72,75,-3
2010-10-23,Tottenham,Everton,1,1,D,80,75,78,74,78,69,72,70,2
2010-10-23,West Brom,Fulham,2,1,H,73,71,67,70,77,71,71,72,-4
2010-10-23,West Ham,Newcastle,1,2,A,75,73,72,71,74,71,70,70,1
2010-10-23,Wigan,Bolton,1,1,D,73,69,69,68,75,70,74,72,-2
2010-10-24,Liverpool,Blackburn,2,1,H,80,73,73,72,75,72,72,70,5
2010-10-24,Man City,Arsenal,0,3,A,82,73,76,76,81,76,76,76,1
2010-10-24,Stoke,Man United,1,2,A,74,72,69,70,82,74,75,78,-8
2010-10-30,Arsenal,West Ham,1,0,H,81,76,76,76,75,73,72,71,6
2010-10-30,Blackburn,Chelsea,1,2,A,75,72,72,70,83,73,77,77,-8
2010-10-30,Everton,Stoke,1,0,H,78,69,72,70,74,72,69,70,4
2010-10-30,Fulham,Wigan,2,0,H,77,71,71,72,73,69,69,68,4
2010-10-30,Man United,Tottenham,2,0,H,82,74,75,78,80,75,78,74,2
2010-10-30,Wolves,Man City,2,1,H,73,70,67,67,82,73,76,76,-9
2010-10-31,Aston Villa,Birmingham,0,0,D,78,77,72,75,76,72,70,72,2
2010-10-31,Bolton,Liverpool,0,1,A,75,70,74,72,80,73,73,72,-5
2010-10-31,Newcastle,Sunderland,5,1,H,74,71,70,70,75,70,73,70,-1
2010-11-01,Blackpool,West Brom,2,1,H,69,69,68,69,73,71,67,70,-4
2010-11-06,Birmingham,West Ham,2,2,D,76,72,70,72,75,73,72,71,1
2010-11-06,Blackburn,Wigan,2,1,H,75,72,72,70,73,69,69,68,2
2010-11-06,Blackpool,Everton,2,2,D,69,69,68,69,78,69,72,70,-9
2010-11-06,Bolton,Tottenham,4,2,H,75,70,74,72,80,75,78,74,-5
2010-11-06,Fulham,Aston Villa,1,1,D,77,71,71,72,78,77,72,75,-1
2010-11-06,Man United,Wolves,2,1,H,82,74,75,78,73,70,67,67,9
2010-11-06,Sunderland,Stoke,2,0,H,75,70,73,70,74,72,69,70,1
2010-11-07,Arsenal,Newcastle,0,1,A,81,76,76,76,74,71,70,70,7
2010-11-07,Liverpool,Chelsea,2,0,H,80,73,73,72,83,73,77,77,-3
2010-11-07,West Brom,Man City,0,2,A,73,71,67,70,82,73,76,76,-9
2010-11-09,Stoke,Birmingham,3,2,H,74,72,69,70,76,72,70,72,-2
2010-11-09,Tottenham,Sunderland,1,1,D,80,75,78,74,75,70,73,70,5
2010-11-10,Aston Villa,Blackpool,3,2,H,78,77,72,75,69,69,68,69,9
2010-11-10,Chelsea,Fulham,1,0,H,83,73,77,77,77,71,71,72,6
2010-11-10,Everton,Bolton,1,1,D,78,69,72,70,75,70,74,72,3
2010-11-10,Man City,Man United,0,0,D,82,73,76,76,82,74,75,78,0
2010-11-10,Newcastle,Blackburn,1,2,A,74,71,70,70,75,72,72,70,-1
2010-11-10,West Ham,West Brom,2,2,D,75,73,72,71,73,71,67,70,2
2010-11-10,Wigan,Liverpool,1,1,D,73,69,69,68,80,73,73,72,-7
2010-11-10,Wolves,Arsenal,0,2,A,73,70,67,67,81,76,76,76,-8
2010-11-13,Aston Villa,Man United,2,2,D,78,77,72,75,82,74,75,78,-4
2010-11-13,Man City,Birmingham,0,0,D,82,73,76,76,76,72,70,72,6
2010-11-13,Newcastle,Fulham,0,0,D,74,71,70,70,77,71,71,72,-3
2010-11-13,Stoke,Liverpool,2,0,H,74,72,69,70,80,73,73,72,-6
2010-11-13,Tottenham,Blackburn,4,2,H,80,75,78,74,75,72,72,70,5
2010-11-13,West Ham,Blackpool,0,0,D,75,73,72,71,69,69,68,69,6
2010-11-13,Wigan,West Brom,1,0,H,73,69,69,68,73,71,67,70,0
2010-11-13,Wolves,Bolton,2,3,A,73,70,67,67,75,70,74,72,-2
2010-11-14,Chelsea,Sunderland,0,3,A,83,73,77,77,75,70,73,70,8
2010-11-14,Everton,Arsenal,1,2,A,78,69,72,70,81,76,76,76,-3
2010-11-20,Arsenal,Tottenham,2,3,A,81,76,76,76,80,75,78,74,1
2010-11-20,Birmingham,Chelsea,1,0,H,76,72,70,72,83,73,77,77,-7
2010-11-20,Blackpool,Wolves,2,1,H,69,69,68,69,73,70,67,67,-4
2010-11-20,Bolton,Newcastle,5,1,H,75,70,74,72,74,71,70,70,1
2010-11-20,Liverpool,West Ham,3,0,H,80,73,73,72,75,73,72,71,5
2010-11-20,Man United,Wigan,2,0,H,82,74,75,78,73,69,69,68,9
2010-11-20,West Brom,Stoke,0,3,A,73,71,67,70,74,72,69,70,-1
2010-11-21,Blackburn,Aston Villa,2,0,H,75,72,72,70,78,77,72,75,-3
2010-11-21,Fulham,Man City,1,4,A,77,71,71,72,82,73,76,76,-5
2010-11-22,Sunderland,Everton,2,2,D,75,70,73,70,78,69,72,70,-3
2010-11-27,Aston Villa,Arsenal,2,4,A,78,77,72,75,81,76,76,76,-3
2010-11-27,Bolton,Blackpool,2,2,D,75,70,74,72,69,69,68,69,6
2010-11-27,Everton,West Brom,1,4,A,78,69,72,70,73,71,67,70,5
2010-11-27,Fulham,Birmingham,1,1,D,77,71,71,72,76,72,70,72,1
2010-11-27,Man United,Blackburn,7,1,H,82,74,75,78,75,72,72,70,7
2010-11-27,Stoke,Man City,1,1,D,74,72,69,70,82,73,76,76,-8
2010-11-27,West Ham,Wigan,3,1,H,75,73,72,71,73,69,69,68,2
2010-11-27,Wolves,Sunderland,3,2,H,73,70,67,67,75,70,73,70,-2
2010-11-28,Newcastle,Chelsea,1,1,D,74,71,70,70,83,73,77,77,-9
2010-11-28,Tottenham,Liverpool,2,1,H,80,75,78,74,80,73,73,72,0
2010-12-04,Arsenal,Fulham,2,1,H,81,76,76,76,77,71,71,72,4
2010-12-04,Birmingham,Tottenham,1,1,D,76,72,70,72,80,75,78,74,-4
2010-12-04,Blackburn,Wolves,3,0,H,75,72,72,70,73,70,67,67,2
2010-12-04,Chelsea,Everton,1,1,D,83,73,77,77,78,69,72,70,5
2010-12-04,Man City,Bolton,1,0,H,82,73,76,76,75,70,74,72,7
2010-12-04,Wigan,Stoke,2,2,D,73,69,69,68,74,72,69,70,-1
2010-12-05,Sunderland,West Ham,1,0,H,75,70,73,70,75,73,72,71,0
2010-12-05,West Brom,Newcastle,3,1,H,73,71,67,70,74,71,70,70,-1
2010-12-06,Liverpool,Aston Villa,3,0,H,80,73,73,72,78,77,72,75,2
2010-12-11,Aston Villa,West Brom,2,1,H,78,77,72,75,73,71,67,70,5
2010-12-11,Everton,Wigan,0,0,D,78,69,72,70,73,69,69,68,5
2010-12-11,Fulham,Sunderland,0,0,D,77,71,71,72,75,70,73,70,2
2010-12-11,Newcastle,Liverpool,3,1,H,74,71,70,70,80,73,73,72,-6
2010-12-11,Stoke,Blackpool,0,1,A,74,72,69,70,69,69,68,69,5
2010-12-11,West Ham,Man City,1,3,A,75,73,72,71,82,73,76,76,-7
2010-12-12,Bolton,Blackburn,2,1,H,75,70,74,72,75,72,72,70,0
2010-12-12,Tottenham,Chelsea,1,1,D,80,75,78,74,83,73,77,77,-3
2010-12-12,Wolves,Birmingham,1,0,H,73,70,67,67,76,72,70,72,-3
2010-12-13,Man United,Arsenal,1,0,H,82,74,75,78,81,76,76,76,1
2010-12-18,Blackburn,West Ham,1,1,D,75,72,72,70,75,73,72,71,0
2010-12-18,Sunderland,Bolton,1,0,H,75,70,73,70,75,70,74,72,0
2010-12-20,Man City,Everton,1,2,A,82,73,76,76,78,69,72,70,4
2010-12-26,Aston Villa,Tottenham,1,2,A,78,77,72,75,80,75,78,74,-2
2010-12-26,Blackburn,Stoke,0,2,A,75,72,72,70,74,72,69,70,1
2010-12-26,Bolton,West Brom,2,0,H,75,70,74,72,73,71,67,70,2
2010-12-26,Fulham,West Ham,1,3,A,77,71,71,72,75,73,72,71,2
2010-12-26,Man United,Sunderland,2,0,H,82,74,75,78,75,70,73,70,7
2010-12-26,Newcastle,Man City,1,3,A,74,71,70,70,82,73,76,76,-8
2010-12-26,Wolves,Wigan,1,2,A,73,70,67,67,73,69,69,68,0
2010-12-27,Arsenal,Chelsea,3,1,H,81,76,76,76,83,73,77,77,-2
2010-12-28,Birmingham,Man United,1,1,D,76,72,70,72,82,74,75,78,-6
2010-12-28,Man City,Aston Villa,4,0,H,82,73,76,76,78,77,72,75,4
2010-12-28,Stoke,Fulham,0,2,A,74,72,69,70,77,71,71,72,-3
2010-12-28,Sunderland,Blackpool,0,2,A,75,70,73,70,69,69,68,69,6
2010-12-28,Tottenham,Newcastle,2,0,H,80,75,78,74,74,71,70,70,6
2010-12-28,West Brom,Blackburn,1,3,A,73,71,67,70,75,72,72,70,-2
2010-12-28,West Ham,Everton,1,1,D,75,73,72,71,78,69,72,70,-3
2010-12-29,Chelsea,Bolton,1,0,H,83,73,77,77,75,70,74,72,8
2010-12-29,Liverpool,Wolves,0,1,A,80,73,73,72,73,70,67,67,7
2010-12-29,Wigan,Arsenal,2,2,D,73,69,69,68,81,76,76,76,-8
2011-01-01,Birmingham,Arsenal,0,3,A,76,72,70,72,81,76,76,76,-5
2011-01-01,Liverpool,Bolton,2,1,H,80,73,73,72,75,70,74,72,5
2011-01-01,Man City,Blackpool,1,0,H,82,73,76,76,69,69,68,69,13
2011-01-01,Stoke,Everton,2,0,H,74,72,69,70,78,69,72,70,-4
2011-01-01,Sunderland,Blackburn,3,0,H,75,70,73,70,75,72,72,70,0
2011-01-01,Tottenham,Fulham,1,0,H,80,75,78,74,77,71,71,72,3
2011-01-01,West Brom,Man United,1,2,A,73,71,67,70,82,74,75,78,-9
2011-01-01,West Ham,Wolves,2,0,H,75,73,72,71,73,70,67,67,2
2011-01-02,Chelsea,Aston Villa,3,3,D,83,73,77,77,78,77,72,75,5
2011-01-02,Wigan,Newcastle,0,1,A,73,69,69,68,74,71,70,70,-1
2011-01-04,Blackpool,Birmingham,1,2,A,69,69,68,69,76,72,70,72,-7
2011-01-04,Fulham,West Brom,3,0,H,77,71,71,72,73,71,67,70,4
2011-01-04,Man United,Stoke,2,1,H,82,74,75,78,74,72,69,70,8
2011-01-05,Arsenal,Man City,0,0,D,81,76,76,76,82,73,76,76,-1
2011-01-05,Aston Villa,Sunderland,0,1,A,78,77,72,75,75,70,73,70,3
2011-01-05,Blackburn,Liverpool,3,1,H,75,72,72,70,80,73,73,72,-5
2011-01-05,Bolton,Wigan,1,1,D,75,70,74,72,73,69,69,68,2
2011-01-05,Everton,Tottenham,2,1,H,78,69,72,70,80,75,78,74,-2
2011-01-05,Newcastle,West Ham,5,0,H,74,71,70,70,75,73,72,71,-1
2011-01-05,Wolves,Chelsea,1,0,H,73,70,67,67,83,73,77,77,-10
2011-01-12,Blackpool,Liverpool,2,1,H,69,69,68,69,80,73,73,72,-11
2011-01-15,Chelsea,Blackburn,2,0,H,83,73,77,77,75,72,72,70,8
2011-01-15,Man City,Wolves,4,3,H,82,73,76,76,73,70,67,67,9
2011-01-15,Stoke,Bolton,2,0,H,74,72,69,70,75,70,74,72,-1
2011-01-15,West Brom,Blackpool,3,2,H,73,71,67,70,69,69,68,69,4
2011-01-15,West Ham,Arsenal,0,3,A,75,73,72,71,81,76,76,76,-6
2011-01-15,Wigan,Fulham,1,1,D,73,69,69,68,77,71,71,72,-4
2011-01-16,Birmingham,Aston Villa,1,1,D,76,72,70,72,78,77,72,75,-2
2011-01-16,Liverpool,Everton,2,2,D,80,73,73,72,78,69,72,70,2
2011-01-16,Sunderland,Newcastle,1,1,D,75,70,73,70,74,71,70,70,1
2011-01-16,Tottenham,Man United,0,0,D,80,75,78,74,82,74,75,78,-2
2011-01-22,Arsenal,Wigan,3,0,H,81,76,76,76,73,69,69,68,8
2011-01-22,Aston Villa,Man City,1,0,H,78,77,72,75,82,73,76,76,-4
2011-01-22,Blackpool,Sunderland,1,2,A,69,69,68,69,75,70,73,70,-6
2011-01-22,Everton,West Ham,2,2,D,78,69,72,70,75,73,72,71,3
2011-01-22,Fulham,Stoke,2,0,H,77,71,71,72,74,72,69,70,3
2011-01-22,Man United,Birmingham,5,0,H,82,74,75,78,76,72,70,72,6
2011-01-22,Newcastle,Tottenham,1,1,D,74,71,70,70,80,75,78,74,-6
2011-01-22,Wolves,Liverpool,0,3,A,73,70,67,67,80,73,73,72,-7
2011-01-23,Blackburn,West Brom,2,0,H,75,72,72,70,73,71,67,70,2
2011-01-24,Bolton,Chelsea,0,4,A,75,70,74,72,83,73,77,77,-8
2011-01-25,Blackpool,Man United,2,3,A,69,69,68,69,82,74,75,78,-13
2011-01-25,Wigan,Aston Villa,1,2,A,73,69,69,68,78,77,72,75,-5
2011-01-26,Liverpool,Fulham,1,0,H,80,73,73,72,77,71,71,72,3
2011-02-01,Arsenal,Everton,2,1,H,81,76,76,76,78,69,72,70,3
2011-02-01,Man United,Aston Villa,3,1,H,82,74,75,78,78,77,72,75,4
2011-02-01,Sunderland,Chelsea,2,4,A,75,70,73,70,83,73,77,77,-8
2011-02-01,West Brom,Wigan,2,2,D,73,71,67,70,73,69,69,68,0
2011-02-02,Birmingham,Man City,2,2,D,76,72,70,72,82,73,76,76,-6
2011-02-02,Blackburn,Tottenham,0,1,A,75,72,72,70,80,75,78,74,-5
2011-02-02,Blackpool,West Ham,1,3,A,69,69,68,69,75,73,72,71,-6
2011-02-02,Bolton,Wolves,1,0,H,75,70,74,72,73,70,67,67,2
2011-02-02,Fulham,Newcastle,1,0,H,77,71,71,72,74,71,70,70,3
2011-02-02,Liverpool,Stoke,2,0,H,80,73,73,72,74,72,69,70,6
2011-02-05,Aston Villa,Fulham,2,2,D,78,77,72,75,77,71,71,72,1
2011-02-05,Everton,Blackpool,5,3,H,78,69,72,70,69,69,68,69,9
2011-02-05,Man City,West Brom,3,0,H,82,73,76,76,73,71,67,70,9
2011-02-05,Newcastle,Arsenal,4,4,D,74,71,70,70,81,76,76,76,-7
2011-02-05,Stoke,Sunderland,3,2,H,74,72,69,70,75,70,73,70,-1
2011-02-05,Tottenham,Bolton,2,1,H,80,75,78,74,75,70,74,72,5
2011-02-05,Wigan,Blackburn,4,3,H,73,69,69,68,75,72,72,70,-2
2011-02-05,Wolves,Man United,2,1,H,73,70,67,67,82,74,75,78,-9
2011-02-06,Chelsea,Liverpool,0,1,A,83,73,77,77,80,73,73,72,3
2011-02-06,West Ham,Birmingham,0,1,A,75,73,72,71,76,72,70,72,-1
2011-02-12,Arsenal,Wolves,2,0,H,81,76,76,76,73,70,67,67,8
2011-02-12,Birmingham,Stoke,1,0,H,76,72,70,72,74,72,69,70,2
2011-02-12,Blackburn,Newcastle,0,0,D,75,72,72,70,74,71,70,70,1
2011-02-12,Blackpool,Aston Villa,1,1,D,69,69,68,69,78,77,72,75,-9
2011-02-12,Liverpool,Wigan,1,1,D,80,73,73,72,73,69,69,68,7
2011-02-12,Man United,Man City,2,1,H,82,74,75,78,82,73,76,76,0
2011-02-12,Sunderland,Tottenham,1,2,A,75,70,73,70,80,75,78,74,-5
2011-02-12,West Brom,West Ham,3,3,D,73,71,67,70,75,73,72,71,-2
2011-02-13,Bolton,Everton,2,0,H,75,70,74,72,78,69,72,70,-3
2011-02-14,Fulham,Chelsea,0,0,D,77,71,71,72,83,73,77,77,-6
2011-02-15,Birmingham,Newcastle,0,2,A,76,72,70,72,74,71,70,70,2
2011-02-20,West Brom,Wolves,1,1,D,73,71,67,70,73,70,67,67,0
2011-02-22,Blackpool,Tottenham,3,1,H,69,69,68,69,80,75,78,74,-11
2011-02-23,Arsenal,Stoke,1,0,H,81,76,76,76,74,72,69,70,7
2011-02-26,Aston Villa,Blackburn,4,1,H,78,77,72,75,75,72,72,70,3
2011-02-26,Everton,Sunderland,2,0,H,78,69,72,70,75,70,73,70,3
2011-02-26,Newcastle,Bolton,1,1,D,74,71,70,70,75,70,74,72,-1
2011-02-26,Wigan,Man United,0,4,A,73,69,69,68,82,74,75,78,-9
2011-02-26,Wolves,Blackpool,4,0,H,73,70,67,67,69,69,68,69,4
2011-02-27,Man City,Fulham,1,1,D,82,73,76,76,77,71,71,72,5
2011-02-27,West Ham,Liverpool,3,1,H,75,73,72,71,80,73,73,72,-5
2011-02-28,Stoke,West Brom,1,1,D,74,72,69,70,73,71,67,70,1
2011-03-01,Chelsea,Man United,2,1,H,83,73,77,77,82,74,75,78,1
2011-03-05,Arsenal,Sunderland,0,0,D,81,76,76,76,75,70,73,70,6
2011-03-05,Birmingham,West Brom,1,3,A,76,72,70,72,73,71,67,70,3
2011-03-05,Bolton,Aston Villa,3,2,H,75,70,74,72,78,77,72,75,-3
2011-03-05,Fulham,Blackburn,3,2,H,77,71,71,72,75,72,72,70,2
2011-03-05,Man City,Wigan,1,0,H,82,73,76,76,73,69,69,68,9
2011-03-05,Newcastle,Everton,1,2,A,74,71,70,70,78,69,72,70,-4
2011-03-05,West Ham,Stoke,3,0,H,75,73,72,71,74,72,69,70,1
2011-03-06,Liverpool,Man United,3,1,H,80,73,73,72,82,74,75,78,-2
2011-03-06,Wolves,Tottenham,3,3,D,73,70,67,67,80,75,78,74,-7
2011-03-07,Blackpool,Chelsea,1,3,A,69,69,68,69,83,73,77,77,-14
2011-03-09,Everton,Birmingham,1,1,D,78,69,72,70,76,72,70,72,2
2011-03-19,Aston Villa,Wolves,0,1,A,78,77,72,75,73,70,67,67,5
2011-03-19,Blackburn,Blackpool,2,2,D,75,72,72,70,69,69,68,69,6
2011-03-19,Everton,Fulham,2,1,H,78,69,72,70,77,71,71,72,1
2011-03-19,Man United,Bolton,1,0,H,82,74,75,78,75,70,74,72,7
2011-03-19,Stoke,Newcastle,4,0,H,74,72,69,70,74,71,70,70,0
2011-03-19,Tottenham,West Ham,0,0,D,80,75,78,74,75,73,72,71,5
2011-03-19,West Brom,Arsenal,2,2,D,73,71,67,70,81,76,76,76,-8
2011-03-19,Wigan,Birmingham,2,1,H,73,69,69,68,76,72,70,72,-3
2011-03-20,Chelsea,Man City,2,0,H,83,73,77,77,82,73,76,76,1
2011-03-20,Sunderland,Liverpool,0,2,A,75,70,73,70,80,73,73,72,-5
2011-04-02,Arsenal,Blackburn,0,0,D,81,76,76,76,75,72,72,70,6
2011-04-02,Birmingham,Bolton,2,1,H,76,72,70,72,75,70,74,72,1
2011-04-02,Everton,Aston Villa,2,2,D,78,69,72,70,78,77,72,75,0
2011-04-02,Newcastle,Wolves,4,1,H,74,71,70,70,73,70,67,67,1
2011-04-02,Stoke,Chelsea,1,1,D,74,72,69,70,83,73,77,77,-9
2011-04-02,West Brom,Liverpool,2,1,H,73,71,67,70,80,73,73,72,-7
2011-04-02,West Ham,Man United,2,4,A,75,73,72,71,82,74,75,78,-7
2011-04-02,Wigan,Tottenham,0,0,D,73,69,69,68,80,75,78,74,-7
2011-04-03,Fulham,Blackpool,3,0,H,77,71,71,72,69,69,68,69,8
2011-04-03,Man City,Sunderland,5,0,H,82,73,76,76,75,70,73,70,7
2011-04-09,Blackburn,Birmingham,1,1,D,75,72,72,70,76,72,70,72,-1
2011-04-09,Bolton,West Ham,3,0,H,75,70,74,72,75,73,72,71,0
2011-04-09,Chelsea,Wigan,1,0,H,83,73,77,77,73,69,69,68,10
2011-04-09,Man United,Fulham,2,0,H,82,74,75,78,77,71,71,72,5
2011-04-09,Sunderland,West Brom,2,3,A,75,70,73,70,73,71,67,70,2
2011-04-09,Tottenham,Stoke,3,2,H,80,75,78,74,74,72,69,70,6
2011-04-09,Wolves,Everton,0,3,A,73,70,67,67,78,69,72,70,-5
2011-04-10,Aston Villa,Newcastle,1,0,H,78,77,72,75,74,71,70,70,4
2011-04-10,Blackpool,Arsenal,1,3,A,69,69,68,69,81,76,76,76,-12
2011-04-11,Liverpool,Man City,3,0,H,80,73,73,72,82,73,76,76,-2
2011-04-16,Birmingham,Sunderland,2,0,H,76,72,70,72,75,70,73,70,1
2011-04-16,Blackpool,Wigan,1,3,A,69,69,68,69,73,69,69,68,-4
2011-04-16,Everton,Blackburn,2,0,H,78,69,72,70,75,72,72,70,3
2011-04-16,West Brom,Chelsea,1,3,A,73,71,67,70,83,73,77,77,-10
2011-04-16,West Ham,Aston Villa,1,2,A,75,73,72,71,78,77,72,75,-3
2011-04-17,Arsenal,Liverpool,1,1,D,81,76,76,76,80,73,73,72,1
2011-04-19,Newcastle,Man United,0,0,D,74,71,70,70,82,74,75,78,-8
2011-04-20,Chelsea,Birmingham,3,1,H,83,73,77,77,76,72,70,72,7
