LogisticRegression,SVC,KNeighborsClassifier,RandomForestClassifier,GaussianNB,DecisionTreeClassifier,GradientBoostingClassifier,LinearSVC,SGDClassifier,ExtraTreesClassifier,MLPClassifier,"LogisticRegression{""C"": 0.7000000000000001, ""class_weight"": null, ""dual"": false, ""fit_intercept"": false, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 100, ""multi_class"": ""multinomial"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""lbfgs"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": true}","MLPClassifier{""activation"": ""tanh"", ""alpha"": 0.05, ""batch_size"": ""auto"", ""beta_1"": 0.9, ""beta_2"": 0.999, ""early_stopping"": false, ""epsilon"": 1e-08, ""hidden_layer_sizes"": [100], ""learning_rate"": ""adaptive"", ""learning_rate_init"": 0.001, ""max_fun"": 15000, ""max_iter"": 200, ""momentum"": 0.9, ""n_iter_no_change"": 10, ""nesterovs_momentum"": true, ""power_t"": 0.5, ""random_state"": null, ""shuffle"": true, ""solver"": ""sgd"", ""tol"": 0.0001, ""validation_fraction"": 0.1, ""verbose"": false, ""warm_start"": false}"
0.5347745947146347,0.5341456806573395,0.4397383966244725,0.509488785254275,0.4964148345547413,0.4287888074616923,0.5305636242504997,0.4331472351765489,0.4511676660004441,0.5120142127470575,0.5109753497668221,,
0.5526483726866624,0.5411614550095725,0.4530950861518826,0.5341416719846841,0.5207402680280792,0.4237396298659859,0.5398851308232291,0.5494575622208041,0.4696873005743459,0.5188257817485641,0.5373324824505424,0.5545628589661774,
0.5526483726866624,0.5411614550095725,0.4530950861518826,0.5360561582641991,0.5207402680280792,0.4109763880025526,0.5392469687300574,0.5201021059349075,0.2348436502871729,0.5258455647734525,0.5539246968730057,,0.5500957243139758
0.5526483726866624,0.5411614550095725,0.4530950861518826,0.5411614550095725,0.5207402680280792,0.4288449266113593,0.5405232929164008,0.47032546266751757,0.541799617102744,0.5290363752393108,0.5098915124441609,,
